ID	DOCULECT	CONCEPT	ENTRY	FORM	TOKENS	COGID	ROOT	ALIGNMENT
612	Turkish	arm / hand (n.)	kol	kol	k o l	38	*kol	k o l
613	Turkmen	arm / hand (n.)	ġol	ɢol	ɢ o l	38	*kol	ɢ o l
614	Tuvan	arm / hand (n.)	χol	χol	χ o l	38	*kol	χ o l
615	Uighur	arm / hand (n.)	ḳol	qol	q o l	38	*kol	q o l
616	Uzbek	arm / hand (n.)	ḳọl	qol	q o l	38	*kol	q o l
617	CodexCumanicus	arm / hand (n.)	el		e l	39	*elg: ELG	e l - -
618	OldUyghur	arm / hand (n.)	elig		e l i g	39	*elg: ELG	e l i g
619	Azeri	arm / hand (n.)	äl	ɛl	æ l	39	*elg: ELG	æ l - -
620	Chuvash	arm / hand (n.)	alə	alə̈	a l ə	39	*elg: ELG	a l ə -
621	CrimeanTatar	arm / hand (n.)	el	el	e l	39	*elg: ELG	e l - -
622	Dolgan	arm / hand (n.)	ili:	ili:	i l iː	39	*elg: ELG	i l iː -
623	Gagauz	arm / hand (n.)	el	el	e l	39	*elg: ELG	e l - -
624	Khalaj	arm / hand (n.)	äl	ɛl	æ l	39	*elg: ELG	æ l - -
625	Salar	arm / hand (n.)	? el, il	? el, il	e l	39	*elg: ELG	e l - -
626	SarygYugur	arm / hand (n.)	elïɣ, el'ïg, el'ig	elɯɣ, el'ɯg, el'ig	e l ɯ ɣ	39	*elg: ELG	e l ɯ ɣ
627	Turkish	arm / hand (n.)	el	el	e l	39	*elg: ELG	e l - -
628	Turkmen	arm / hand (n.)	el	el	e l	39	*elg: ELG	e l - -
629	Yakut	arm / hand (n.)	ili:	ili:	i l iː	39	*elg: ELG	i l iː -
630	KarachayBalkar	arm / hand (n.)	bilek	bilek	b i l e k	40	*bilek	b i l e k
631	Karaim	arm / hand (n.)	? bilek, biläk	? bilek, bilɛk	b i l e k	40	*bilek	b i l e k
2859	NorthAltai	ash (n.)	kül		k y l	247	*kül	k y l
2860	OldUyghur	ash (n.)	kül		k y l	247	*kül	k y l
2861	SouthAltai	ash (n.)	kül	kyl	k y l	247	*kül	k y l
2862	Azeri	ash (n.)	kül	kyl	k y l	247	*kül	k y l
2863	Bashkir	ash (n.)	köl	køl	k ø l	247	*kül	k ø l
2864	Chuvash	ash (n.)	kɘʷl	kø̈l	k ø̆ l	247	*kül	k ø̆ l
2865	CrimeanTatar	ash (n.)	kül	kyl	k y l	247	*kül	k y l
2866	Dolgan	ash (n.)	kül	kyl	k y l	247	*kül	k y l
2867	Gagauz	ash (n.)	kül	kyl	k y l	247	*kül	k y l
2868	KaraKalpak	ash (n.)	kül	kyl	k y l	247	*kül	k y l
2869	KarachayBalkar	ash (n.)	kül	kyl	k y l	247	*kül	k y l
2870	Karaim	ash (n.)	kül	kyl	k y l	247	*kül	k y l
2871	Kazakh	ash (n.)	kül	kyl	k y l	247	*kül	k y l
2872	Khakas	ash (n.)	kül	kyl	k y l	247	*kül	k y l
2873	Khalaj	ash (n.)	kil	kil	k i l	247	*kül	k i l
2874	Kirghiz	ash (n.)	kül	kyl	k y l	247	*kül	k y l
2875	Kumyk	ash (n.)	kül	kyl	k y l	247	*kül	k y l
2876	MiddleChulym	ash (n.)	kul'	kul'	k u lˈ	247	*kül	k u lˈ
2877	Nogai	ash (n.)	kül	kyl	k y l	247	*kül	k y l
2878	Salar	ash (n.)	kul, kül	kul, kyl	k u l	247	*kül	k u l
2879	SarygYugur	ash (n.)	kul	kul	k u l	247	*kül	k u l
2880	Shor	ash (n.)	kül	kyl	k y l	247	*kül	k y l
2881	Tatar	ash (n.)	köl	køl	k ø l	247	*kül	k ø l
2882	Tofa	ash (n.)	hül	hyl	h y l	247	*kül	h y l
2883	Turkish	ash (n.)	kül	kyl	k y l	247	*kül	k y l
2884	Turkmen	ash (n.)	kül	kyl	k y l	247	*kül	k y l
2885	Tuvan	ash (n.)	χül	χyl	χ y l	247	*kül	χ y l
2886	Uighur	ash (n.)	kül	kyl	k y l	247	*kül	k y l
2887	Uzbek	ash (n.)	kul	kul	k u l	247	*kül	k u l
2888	Yakut	ash (n.)	kül	kyl	k y l	247	*kül	k y l
4035	Baraba	ask (v.)	sora-		s o r a	370	*so:r	s o r a
4036	NorthAltai	ask (v.)	sura-		s u r a	370	*so:r	s u r a
4037	SouthAltai	ask (v.)	sura	sura	s u r a	370	*so:r	s u r a
4038	Bashkir	ask (v.)	hora	hora	h o r a	370	*so:r	h o r a
4039	CrimeanTatar	ask (v.)	? sora	? sora	s o r a	370	*so:r	s o r a
4040	KaraKalpak	ask (v.)	sora	sora	s o r a	370	*so:r	s o r a
4041	Kazakh	ask (v.)	sŭra	sŭra	s u r a	370	*so:r	s u r a
4042	Khakas	ask (v.)	sur	sur	s u r	370	*so:r	s u r -
4043	Kirghiz	ask (v.)	sura	sura	s u r a	370	*so:r	s u r a
4044	MiddleChulym	ask (v.)	sur	sur	s u r	370	*so:r	s u r -
4045	Nogai	ask (v.)	sora	sora	s o r a	370	*so:r	s o r a
4046	Shor	ask (v.)	sura	sura	s u r a	370	*so:r	s u r a
4047	Tatar	ask (v.)	sora	sora	s o r a	370	*so:r	s o r a
4048	Turkish	ask (v.)	sor	sor	s o r	370	*so:r	s o r -
4049	Turkmen	ask (v.)	sora	sora	s o r a	370	*so:r	s o r a
4050	Uighur	ask (v.)	sora	sora	s o r a	370	*so:r	s o r a
4051	Uzbek	ask (v.)	sọra	sora	s o r a	370	*so:r	s o r a
4052	OldUyghur	ask (v.)	tile		t i l e	371	*tile	t i l e
4053	Azeri	ask (v.)	dilä	dilɛ	d i l æ	371	*tile	d i l æ
4054	KarachayBalkar	ask (v.)	tile	tile	t i l e	371	*tile	t i l e
4055	Kumyk	ask (v.)	tile	tile	t i l e	371	*tile	t i l e
4056	Nogai	ask (v.)	tile	tile	t i l e	371	*tile	t i l e
4057	SarygYugur	ask (v.)	? tele	? tele	t e l e	371	*tile	t e l e
4058	Tofa	ask (v.)	tĭle	tɘle	t ĭ l e	371	*tile	t ĭ l e
4059	Tuvan	ask (v.)	dile	dile	d i l e	371	*tile	d i l e
4060	Dolgan	ask (v.)	kördö:	kørdø:	k ø r d øː	372	*görla (Stach.)	k ø r d øː -
4061	Yakut	ask (v.)	kördös	kørdøs	k ø r d ø s	372	*görla (Stach.)	k ø r d ø s
4062	Azeri	ask (v.)	istä	istɛ	i s t æ	373	CT *izte ЭСТЯ 383	i s t æ
4063	CrimeanTatar	ask (v.)	iste	iste	i s t e	373	CT *izte ЭСТЯ 383	i s t e
4064	Gagauz	ask (v.)	iste	iste	i s t e	373	CT *izte ЭСТЯ 383	i s t e
4065	Chuvash	ask (v.)	ïyt	ɯjt	ɯ j t	374	*ạjït	
4067	NorthAltai	ask (v.)	öt-ör-		ø t ø r	377	ötör-	ø t ø r - -
4068	Tatar	ask (v.)	ötün-		ø t y n	377	ötün-	ø t - - y n
4069	CodexCumanicus	ask (v.)	col-		c o l	378	*Kol	c o l
4070	OldUyghur	ask (v.)	kol		k o l	378	*Kol	k o l
4071	Karaim	ask (v.)	kol	kol	k o l	378	*Kol	k o l
4072	SarygYugur	ask (v.)	ḳol, ḳul	qol, qul	q o l	378	*Kol	q o l
4103	Baraba	at	-TA		t a	384	*tA / *da	t a
4104	CodexCumanicus	at	-DA		d a	384	*tA / *da	d a
4105	NorthAltai	at	-tA, -dA		t a	384	*tA / *da	t a
4106	OldUyghur	at	TA		t a	384	*tA / *da	t a
4107	SouthAltai	at	dA, tA	dA, tA	d a	384	*tA / *da	d a
4108	Azeri	at	dA	dA	d a	384	*tA / *da	d a
4109	Bashkir	at	dA, tA, δA, lA	dA, tA, ðA, lA	d a	384	*tA / *da	d a
4110	Chuvash	at	rA, dA, tA	rA, dA, tA	r a	384	*tA / *da	r a
4111	Gagauz	at	dA, tA	dA, tA	d a	384	*tA / *da	d a
4112	KarachayBalkar	at	dA	dA	d a	384	*tA / *da	d a
4113	Karaim	at	dA, tA	dA, tA	d a	384	*tA / *da	d a
4114	Kirghiz	at	dA, tA	dA, tA	d a	384	*tA / *da	d a
4115	Kumyk	at	dA	dA	d a	384	*tA / *da	d a
4116	MiddleChulym	at	tA, dA	tA, dA	t a	384	*tA / *da	t a
4117	Nogai	at	dA, tA	dA, tA	d a	384	*tA / *da	d a
4118	Salar	at	tA, dA	tA, dA	t a	384	*tA / *da	t a
4119	SarygYugur	at	tA, dA	tA, dA	t a	384	*tA / *da	t a
4120	Shor	at	tA, dA	tA, dA	t a	384	*tA / *da	t a
4121	Tofa	at	dA, tA	dA, tA	d a	384	*tA / *da	d a
4122	Turkish	at	tA, dA	tA, dA	t a	384	*tA / *da	t a
4123	Turkmen	at	dA	dA	d a	384	*tA / *da	d a
4124	Tuvan	at	dA, tA	dA, tA	d a	384	*tA / *da	d a
4125	Uighur	at	dA, tA	dA, tA	d a	384	*tA / *da	d a
4126	Yakut	at	ɣa	ɣa	ɣ a	385	*Ga	
4127	Dolgan	at	ihiger	ihiger	i h i g e r	386	*iči	
4128	Khalaj	at	ča	ʨa	tʃ a	387	*ča	
1551	Baraba	back (n.)	arɣa		a r ɣ a	115	*arka	a r ɣ a
1552	CodexCumanicus	back (n.)	archa		a r ch a	115	*arka	a r ch a
1553	NorthAltai	back (n.)	arḳa, arɣa		a r q a	115	*arka	a r q a
1554	OldUyghur	back (n.)	arḳa		a r q a	115	*arka	a r q a
1555	Azeri	back (n.)	arχa	arχa	a r χ a	115	*arka	a r χ a
1556	Bashkir	back (n.)	arḳa	arqa	a r q a	115	*arka	a r q a
1557	CrimeanTatar	back (n.)	arḳa	arqa	a r q a	115	*arka	a r q a
1558	Gagauz	back (n.)	arka	arka	a r k a	115	*arka	a r k a
1559	KaraKalpak	back (n.)	arḳa	arqa	a r q a	115	*arka	a r q a
1560	Karaim	back (n.)	arka, arḳa	arka, arqa	a r k a	115	*arka	a r k a
1561	Kazakh	back (n.)	arḳa	arqa	a r q a	115	*arka	a r q a
1562	Khakas	back (n.)	arɣa	arɣa	a r ɣ a	115	*arka	a r ɣ a
1563	Khalaj	back (n.)	arḳa	arqa	a r q a	115	*arka	a r q a
1564	Kirghiz	back (n.)	arḳa	arqa	a r q a	115	*arka	a r q a
1565	Kumyk	back (n.)	arḳa	arqa	a r q a	115	*arka	a r q a
1566	Nogai	back (n.)	arḳa	arqa	a r q a	115	*arka	a r q a
1567	Salar	back (n.)	arɣa, arχa	arɣa, arχa	a r ɣ a	115	*arka	a r ɣ a
1568	SarygYugur	back (n.)	arḳa	arqa	a r q a	115	*arka	a r q a
1569	Tatar	back (n.)	arḳa	arqa	a r q a	115	*arka	a r q a
1570	Turkish	back (n.)	arka	arka	a r k a	115	*arka	a r k a
1571	Turkmen	back (n.)	arḳa	arqa	a r q a	115	*arka	a r q a
1572	Uighur	back (n.)	arḳa	arqa	a r q a	115	*arka	a r q a
1573	Uzbek	back (n.)	ɔrḳa	ɔrqa	ɔ r q a	115	*arka	ɔ r q a
1574	Tofa	back (n.)	o:rha	o:rha	oː r h a	116	*oŋurtka	oː r h a
1575	Tuvan	back (n.)	o:rɣa	o:rɣa	oː r ɣ a	116	*oŋurtka	oː r ɣ a
1576	Chuvash	back (n.)	śurəm	ɕurə̈m	ɕ u r ə m	117	*jagrïn	ɕ u r ə m
1577	MiddleChulym	back (n.)	ča:rən	ʨa:rən	tʃ aː r ə n	117	*jagrïn	tʃ aː r ə n
1578	Shor	back (n.)	köksü	køksy	k ø k s y	118	*köküŕ	k ø k - s y
1579	Yakut	back (n.)	köɣüs	køɣys	k ø ɣ y s	118	*köküŕ	k ø ɣ y s -
1580	Dolgan	back (n.)	his	his	h i s	119	*jïĺ	
1581	NorthAltai	back (n.)	bel		b e l	120	*bẹ̄l(k)	b e l
1582	SouthAltai	back (n.)	bel	bel	b e l	120	*bẹ̄l(k)	b e l
1583	Kazakh	back (n.)	? bel	? bel	b e l	120	*bẹ̄l(k)	b e l
1584	MiddleChulym	back (n.)	päl	pɛl	p æ l	120	*bẹ̄l(k)	p æ l
1585	NorthAltai	back (n.)	sïrt		s ɯ r t	121	*sïrt	s ɯ r t
1586	KarachayBalkar	back (n.)	sïrt	sɯrt	s ɯ r t	121	*sïrt	s ɯ r t
1587	Tatar	back (n.)	? sïrt	? sɯrt	s ɯ r t	121	*sïrt	s ɯ r t
1588	Turkish	back (n.)	? sïrt	? sɯrt	s ɯ r t	121	*sïrt	s ɯ r t
6513	Baraba	bad	yaman		j a m a n	667	*jaman	j a m a n
6514	CodexCumanicus	bad	iaman		i a m a n	667	*jaman	i a m a n
6515	NorthAltai	bad	d́aman etc.		ʥ a m a n	667	*jaman	ʥ a m a n
6516	OldUyghur	bad	yaman		j a m a n	667	*jaman	j a m a n
6517	SouthAltai	bad	d'aman	ɟaman	ʥ a m a n	667	*jaman	ʥ a m a n
6518	Azeri	bad	yaman	jaman	j a m a n	667	*jaman	j a m a n
6519	KaraKalpak	bad	žaman	ʒaman	ž a m a n	667	*jaman	ž a m a n
6520	KarachayBalkar	bad	aman	aman	a m a n	667	*jaman	- a m a n
6521	Karaim	bad	yaman	jaman	j a m a n	667	*jaman	j a m a n
6522	Kazakh	bad	žaman	ʒaman	ž a m a n	667	*jaman	ž a m a n
6523	Kirghiz	bad	ǰaman	ʥaman	ʥ a m a n	667	*jaman	ʥ a m a n
6524	Kumyk	bad	yaman	jaman	j a m a n	667	*jaman	j a m a n
6525	Nogai	bad	yaman	jaman	j a m a n	667	*jaman	j a m a n
6526	Salar	bad	yaman	jaman	j a m a n	667	*jaman	j a m a n
6527	Tatar	bad	? yaman	? jaman	j a m a n	667	*jaman	j a m a n
6528	Turkmen	bad	? yaman	? jaman	j a m a n	667	*jaman	j a m a n
6529	Uighur	bad	yaman	jaman	j a m a n	667	*jaman	j a m a n
6530	Uzbek	bad	yɔmɔn	jɔmɔn	j ɔ m ɔ n	667	*jaman	j ɔ m ɔ n
6531	OldUyghur	bad	yavlaḳ		j a v l a q	668	*jab	j a v - l a q -
6532	SarygYugur	bad	yus	jus	j u s	668	*jab	j u - - - - - s
6533	Shor	bad	čabal	tɕabal	tʃ a b a l	668	*jab	tʃ a b a l - - -
6534	Dolgan	bad	kuhagan	kuhagan	k u h a g a n	669	ḳusagan	k u h a g a n
6535	Yakut	bad	kuhaɣan	kuhaɣan	k u h a ɣ a n	669	ḳusagan	k u h a ɣ a n
6536	MiddleChulym	bad	čüβür	ʨyβyr	ʨ y β y r	670	čübür	ʨ y β y r
6537	CrimeanTatar	bad	yaramay	jaramaj	j a r a m a j	671	*jara	j a r a m a j - - - -
6538	Tofa	bad	čora:nda (čara:nda)	ʨora:nda (ʨara:nda)	ʨ a r aː n d a	671	*jara	ʨ a r aː - - - - n d a
6539	Turkmen	bad	? yaramaz	? jaramaz	j a r a m a z	671	*jara	j a r a m a - z - - -
6540	Turkish	bad	kötü	køty	k ø t y	672	kötü	
6541	Bashkir	bad	alama	alama	a l a m a	673	*al	
6542	Tofa	bad	baˁḳ (baˁhay)	baˁq (baˁhaj)	b aˁ h a j	674	baḳ(aj)	b aˁ h a j
6543	Tuvan	bad	baɣay, (baḳ)	baɣaj, (baq)	b a ɣ a j	674	baḳ(aj)	b a ɣ a j
6544	Baraba	bark (n.)	ḳabïḳ		q a b ɯ q	675	*Kāpuk	q a b ɯ q - - - - -
6545	CodexCumanicus	bark (n.)	cabuc		c a b u c	675	*Kāpuk	c a b u c - - - - -
6546	NorthAltai	bark (n.)	ḳaɣaš		q a ɣ a ʃ	675	*Kāpuk	q a - - ɣ a ʃ - - -
6547	Azeri	bark (n.)	ġabïġ	ɢabɯɢ	ɢ a b ɯ ɢ	675	*Kāpuk	ɢ a b ɯ ɢ - - - - -
6548	Bashkir	bark (n.)	ḳabïḳ	qabɯq	q a b ɯ q	675	*Kāpuk	q a b ɯ q - - - - -
6549	Chuvash	bark (n.)	χubə	χubə̈	χ u b ə	675	*Kāpuk	χ u b ə - - - - - -
6550	CrimeanTatar	bark (n.)	ḳabuḳ	qabuq	q a b u q	675	*Kāpuk	q a b u q - - - - -
6551	Gagauz	bark (n.)	kabuk	kabuk	k a b u k	675	*Kāpuk	k a b u k - - - - -
6552	KaraKalpak	bark (n.)	ḳabïḳ	qabɯq	q a b ɯ q	675	*Kāpuk	q a b ɯ q - - - - -
6553	KarachayBalkar	bark (n.)	ḳabuḳ	qabuq	q a b u q	675	*Kāpuk	q a b u q - - - - -
6554	Karaim	bark (n.)	kabuk	kabuk	k a b u k	675	*Kāpuk	k a b u k - - - - -
6555	Kazakh	bark (n.)	ḳabïḳ	qabɯq	q a b ɯ q	675	*Kāpuk	q a b ɯ q - - - - -
6556	Kirghiz	bark (n.)	ḳabïḳ	qabɯq	q a b ɯ q	675	*Kāpuk	q a b ɯ q - - - - -
6557	Kumyk	bark (n.)	ḳabuḳ	qabuq	q a b u q	675	*Kāpuk	q a b u q - - - - -
6558	Nogai	bark (n.)	ḳabïḳ	qabɯq	q a b ɯ q	675	*Kāpuk	q a b ɯ q - - - - -
6559	Salar	bark (n.)	koχ	koχ	k o χ	675	*Kāpuk	k o - - χ - - - - -
6560	Tatar	bark (n.)	ḳabïḳ	qabɯq	q a b ɯ q	675	*Kāpuk	q a b ɯ q - - - - -
6561	Turkish	bark (n.)	kabuk, (aɣač) kabuɣu	kabuk, (aɣaʨ) kabuɣu	k a b u k	675	*Kāpuk	k a b u k - - - - -
6562	Turkmen	bark (n.)	ġabïḳ	ɢabɯq	ɢ a b ɯ q	675	*Kāpuk	ɢ a b ɯ q - - - - -
6563	Uighur	bark (n.)	ḳovzaḳ	qovzaq	q o v z a q	675	*Kāpuk	q o v - - - - z a q
6564	Khakas	bark (n.)	χaχpas	χaχpas	χ a χ p a s	676	*Kap	χ a χ p a s
6565	MiddleChulym	bark (n.)	ḳaḳβač	qaqβaʨ	q a q β a ʨ	676	*Kap	q a q β a ʨ
6566	Shor	bark (n.)	ḳaḳpaš	qaqpaʃ	q a q p a ʃ	676	*Kap	q a q p a ʃ
6567	OldUyghur	bark (n.)	ḳadïz		q a d ɯ z	677	*Kaŕ, Дыбо 2013, 96	q a d ɯ z - -
6568	Dolgan	bark (n.)	katïrïk	katɯrɯk	k a t ɯ r ɯ k	677	*Kaŕ, Дыбо 2013, 96	k a t ɯ r ɯ k
6569	Khalaj	bark (n.)	ḳa:as	qa:as	q aː a s	677	*Kaŕ, Дыбо 2013, 96	q aː - a s - -
6570	SarygYugur	bark (n.)	ḳazdïḳ	qazdɯq	q a z d ɯ q	677	*Kaŕ, Дыбо 2013, 96	q a z - d ɯ q
6571	Yakut	bark (n.)	χatïrïk	χatɯrɯk	χ a t ɯ r ɯ k	677	*Kaŕ, Дыбо 2013, 96	χ a t ɯ r ɯ k
6572	SouthAltai	bark (n.)	čobra		tʃ o b r a	678	čobïra, čöbire (Dybo 2013, 92)	tʃ o b - r a
6573	Tofa	bark (n.)	čöˁprä:	ʨøˁprɛ:	ʨ øˁ p r ɛː	678	čobïra, čöbire (Dybo 2013, 92)	ʨ øˁ p - r ɛː
6574	Tuvan	bark (n.)	čövüre:	ʨøvyre:	ʨ ø v y r eː	678	čobïra, čöbire (Dybo 2013, 92)	ʨ ø v y r eː
4417	Baraba	belly (n.)	ĕč		e ʨ	422	*ič	e ʨ - - - - - - -
4418	NorthAltai	belly (n.)	ič, iš		i tʃ	422	*ič	i tʃ - - - - - - -
4419	SouthAltai	belly (n.)	ič	iʨ	i tʃ	422	*ič	i tʃ - - - - - - -
4420	Bashkir	belly (n.)	es	es	e s	422	*ič	e s - - - - - - -
4421	Dolgan	belly (n.)	is	is	i s	422	*ič	i s - - - - - - -
4422	KaraKalpak	belly (n.)	? iš	? iʃ	i ʃ	422	*ič	i ʃ - - - - - - -
4423	Kazakh	belly (n.)	ĭs	ɘs	ĭ s	422	*ič	ĭ s - - - - - - -
4424	Khakas	belly (n.)	ɘstɘ	ɘstɘ	ĭ s t ĭ	422	*ič	ĭ s t ĭ - - - - -
4425	Kirghiz	belly (n.)	ič	iʨ	i tʃ	422	*ič	i tʃ - - - - - - -
4426	Nogai	belly (n.)	iš	iʃ	i ʃ	422	*ič	i ʃ - - - - - - -
4427	SarygYugur	belly (n.)	ičige, ičike, ičiki, ičikï	iʨige, iʨike, iʨiki, iʨikɯ	i tʃ i g e	422	*ič	i tʃ - - - - i g e
4428	Tofa	belly (n.)	iˁštĭ	iˁʃtɘ	iˁ ʃ t ĭ	422	*ič	iˁ ʃ t ĭ - - - - -
4429	Turkmen	belly (n.)	ič	iʨ	i tʃ	422	*ič	i tʃ - - - - - - -
4430	Tuvan	belly (n.)	ižin	iʒin	i ž i n	422	*ič	i ž - - i n - - -
4431	Uighur	belly (n.)	ič	iʨ	i tʃ	422	*ič	i tʃ - - - - - - -
4432	Yakut	belly (n.)	is	is	i s	422	*ič	i s - - - - - - -
4433	Bashkir	belly (n.)	ḳorhaḳ	qorhaq	q o r h a q	423	*Kurgsak	q o r h a q
4434	CrimeanTatar	belly (n.)	ḳursaḳ	qursaq	q u r s a q	423	*Kurgsak	q u r s a q
4435	KaraKalpak	belly (n.)	? ḳursaḳ	? qursaq	q u r s a q	423	*Kurgsak	q u r s a q
4436	Karaim	belly (n.)	kursaχ	kursaχ	k u r s a χ	423	*Kurgsak	k u r s a χ
4437	Kirghiz	belly (n.)	ḳursaḳ	qursaq	q u r s a q	423	*Kurgsak	q u r s a q
4438	Kumyk	belly (n.)	ḳursaḳ	qursaq	q u r s a q	423	*Kurgsak	q u r s a q
4439	Nogai	belly (n.)	ḳursaḳ	qursaq	q u r s a q	423	*Kurgsak	q u r s a q
4440	Salar	belly (n.)	χusaχ	χusaχ	χ u s a χ	423	*Kurgsak	χ u - s a χ
4441	Shor	belly (n.)	ḳursaḳ	qursaq	q u r s a q	423	*Kurgsak	q u r s a q
4442	Tatar	belly (n.)	ḳorsaḳ	qorsaq	q o r s a q	423	*Kurgsak	q o r s a q
4443	Uighur	belly (n.)	ḳosaḳ	qosaq	q o s a q	423	*Kurgsak	q o - s a q
4444	CodexCumanicus	belly (n.)	caren, karin		c a r e n	424	*Kạrïn	c a r e n -
4445	NorthAltai	belly (n.)	ḳarïn		q a r ɯ n	424	*Kạrïn	q a r ɯ n -
4446	OldUyghur	belly (n.)	ḳarïn		q a r ɯ n	424	*Kạrïn	q a r ɯ n -
4447	Azeri	belly (n.)	ġarïn	ɢarɯn	ɢ a r ɯ n	424	*Kạrïn	ɢ a r ɯ n -
4448	Chuvash	belly (n.)	χïrəm	χɯrə̈m	χ ɯ r ə m	424	*Kạrïn	χ ɯ r ə m -
4449	CrimeanTatar	belly (n.)	ḳarïn	qarɯn	q a r ɯ n	424	*Kạrïn	q a r ɯ n -
4450	Gagauz	belly (n.)	karnï	karnɯ	k a r n ɯ	424	*Kạrïn	k a r - n ɯ
4451	KaraKalpak	belly (n.)	? ḳarïn	? qarɯn	q a r ɯ n	424	*Kạrïn	q a r ɯ n -
4452	KarachayBalkar	belly (n.)	ḳarïn	qarɯn	q a r ɯ n	424	*Kạrïn	q a r ɯ n -
4453	Karaim	belly (n.)	karïn	karɯn	k a r ɯ n	424	*Kạrïn	k a r ɯ n -
4454	Kazakh	belly (n.)	ḳarïn	qarɯn	q a r ɯ n	424	*Kạrïn	q a r ɯ n -
4455	Khakas	belly (n.)	χarïn	χarɯn	χ a r ɯ n	424	*Kạrïn	χ a r ɯ n -
4456	Khalaj	belly (n.)	ḳa(:)rïn	qa(:)rɯn	q aː r ɯ n	424	*Kạrïn	q aː r ɯ n -
4457	MiddleChulym	belly (n.)	ḳa:rən	qa:rən	q aː r ə n	424	*Kạrïn	q aː r ə n -
4458	SarygYugur	belly (n.)	ḳarïn	qarɯn	q a r ɯ n	424	*Kạrïn	q a r ɯ n -
4459	Shor	belly (n.)	ḳarnï	qarnɯ	q a r n ɯ	424	*Kạrïn	q a r - n ɯ
4460	Tatar	belly (n.)	ḳarïn	qarɯn	q a r ɯ n	424	*Kạrïn	q a r ɯ n -
4461	Turkish	belly (n.)	karïn	karɯn	k a r ɯ n	424	*Kạrïn	k a r ɯ n -
4462	Turkmen	belly (n.)	ġarïn	ɢarɯn	ɢ a r ɯ n	424	*Kạrïn	ɢ a r ɯ n -
4463	Tuvan	belly (n.)	χïrïn	χɯrɯn	χ ɯ r ɯ n	424	*Kạrïn	χ ɯ r ɯ n -
4464	Uighur	belly (n.)	ḳerin	qerin	q e r i n	424	*Kạrïn	q e r i n -
4465	Uzbek	belly (n.)	ḳɔrin	qɔrin	q ɔ r i n	424	*Kạrïn	q ɔ r i n -
1060	KaraKalpak	big	ülken	ylken	y l k e n	76	*ülkken	y l k e n
1061	Kazakh	big	ülken	ylken	y l k e n	76	*ülkken	y l k e n
1062	Nogai	big	üjken	yjken	y j k e n	76	*ülkken	y j k e n
1063	Baraba	big	ulï, Olu		u l ɯ	77	*ulug	u l - ɯ - - - - -
1064	CodexCumanicus	big	ulu		u l u	77	*ulug	u l - u - - - - -
1065	OldUyghur	big	uluɣ		u l u ɣ	77	*ulug	u l - u ɣ - - - -
1066	Dolgan	big	ulakan	ulakan	u l a k a n	77	*ulug	u l - - - a k a n
1067	KarachayBalkar	big	ullu	ullu	u l l u	77	*ulug	u l l u - - - - -
1068	Karaim	big	ullu	ullu	u l l u	77	*ulug	u l l u - - - - -
1069	Khakas	big	uluɣ	uluɣ	u l u ɣ	77	*ulug	u l - u ɣ - - - -
1070	Kumyk	big	ullu	ullu	u l l u	77	*ulug	u l l u - - - - -
1071	MiddleChulym	big	uluɣ	uluɣ	u l u ɣ	77	*ulug	u l - u ɣ - - - -
1072	Salar	big	? ullï	? ullɯ	u l l ɯ	77	*ulug	u l l ɯ - - - - -
1073	Shor	big	uluɣ	uluɣ	u l u ɣ	77	*ulug	u l - u ɣ - - - -
1074	Tofa	big	uluɣ	uluɣ	u l u ɣ	77	*ulug	u l - u ɣ - - - -
1075	Turkmen	big	ulï	ulɯ	u l ɯ	77	*ulug	u l - ɯ - - - - -
1076	Tuvan	big	uluɣ	uluɣ	u l u ɣ	77	*ulug	u l - u ɣ - - - -
1077	Yakut	big	ulaχan	ulaχan	u l a χ a n	77	*ulug	u l - - - a χ a n
1078	OldUyghur	big	bedük		b e d y k	78	*bedük	b e d y k
1079	Azeri	big	böyük	bøjyk	b ø j y k	78	*bedük	b ø j y k
1080	CrimeanTatar	big	büyük	byjyk	b y j y k	78	*bedük	b y j y k
1081	Gagauz	big	büük	byyk	b y y k	78	*bedük	b y - y k
1082	Karaim	big	? biyik, büyük	? bijik, byjyk	b i j i k	78	*bedük	b i j i k
1083	Khalaj	big	büdük, bidik	bydyk, bidik	b y d y k	78	*bedük	b y d y k
1084	SarygYugur	big	pezik	pezik	p e z i k	78	*bedük	p e z i k
1085	Turkish	big	büyük	byjyk	b y j y k	78	*bedük	b y j y k
1086	Chuvash	big	pïzək	pɯzə̈k	p ɯ z ə k	79	*bạŕsuk	
3147	Baraba	bird (n.)	ḳuš		q u ʃ	275	*Kuĺ	q u ʃ - - -
3148	CodexCumanicus	bird (n.)	kus		k u s	275	*Kuĺ	k u s - - -
3149	NorthAltai	bird (n.)	ḳuš		q u ʃ	275	*Kuĺ	q u ʃ - - -
3150	OldUyghur	bird (n.)	ḳuš		q u ʃ	275	*Kuĺ	q u ʃ - - -
3151	SouthAltai	bird (n.)	ḳuš	quʃ	q u ʃ	275	*Kuĺ	q u ʃ - - -
3152	Azeri	bird (n.)	ġuš	ɢuʃ	ɢ u ʃ	275	*Kuĺ	ɢ u ʃ - - -
3153	Bashkir	bird (n.)	ḳoš	qoʃ	q o ʃ	275	*Kuĺ	q o ʃ - - -
